ps_CourseCode,course_Name,grade_Level,department,course_Id
60602X0000,Novice Group Fitness,High School,Hlth & PE,590594
60602X0001,Novice Cardio & Core Conditioning,High School,Hlth & PE,590595
60602X0002,Novice Strength Training,High School,Hlth & PE,590598
60602X0003,Novice Swimming,,Hlth & PE,
60602X001U,Novice Unified Lifetime Sports,High School,Hlth & PE,590583
60602X002U,Intermediate Unified Lifetime Sports,High School,Misc,
60602X003U,Advanced Unified Lifetime Sports,High School,Misc,
60602X004U,Elite Unified Lifetime Sports,High School,Misc,
60602X0800,Novice Group Fitness,High School,Hlth & PE,590594
60602X0801,Novice Cardio & Core Conditioning,High School,Hlth & PE,590595
60602X0802,Novice Strength Training,High School,Hlth & PE,590598
60602X0803,Novice Swimming,,Hlth & PE,
60602X081U,Novice Unified Lifetime Sports,High School,Hlth & PE,590583
60612X0000,Intermediate Group Fitness,High School,Hlth & PE,590594
60612X0001,Advanced Group Fitness,High School,Hlth & PE,590594
60612X0002,Intermediate Cardio & Core Conditioning,High School,Hlth & PE,590595
60612X0003,Advanced Cardio & Core Conditioning,High School,Hlth & PE,590595
60612X0004,Elite Cardio & Core Conditioning,High School,Hlth & PE,590595
60612X0005,Intermediate Strength Training,High School,Hlth & PE,590598
60612X0006,Advanced Strength Training,High School,Hlth & PE,590598
60612X0007,Elite Strength Training,High School,Hlth & PE,590598
60612X0008,Lifetime Sports,High School,Hlth & PE,590596
60612X0009,Intermediate Swimming,,Hlth & PE,
60612X0010,Advanced Swimming,,Hlth & PE,
60612X0011,Elite Swimming,,Hlth & PE,
60612X0012,Lifeguard Training,,Hlth & PE,593344
60612X0013,Team Sports,High School,Hlth & PE,590597
60612X002U,Intermediate Unified Lifetime Sports,High School,Hlth & PE,590583
60612X003U,Advanced Unified Lifetime Sports,High School,Hlth & PE,590583
60612X004U,Elite Unified Lifetime Sports,High School,Hlth & PE,590583
60612X0800,Intermediate Group Fitness,High School,Hlth & PE,590594
60612X0801,Advanced Group Fitness,High School,Hlth & PE,590594
60612X0802,Intermediate Cardio & Core Conditioning,High School,Hlth & PE,590595
60612X0803,Advanced Cardio & Core Conditioning,High School,Hlth & PE,590595
60612X0804,Elite Cardio & Core Conditioning,High School,Hlth & PE,590595
60612X0805,Intermediate Strength Training,High School,Hlth & PE,590598
60612X0806,Advanced Strength Training,High School,Hlth & PE,590598
60612X0807,Elite Strength Training,High School,Hlth & PE,590598
60612X0808,Lifetime Sports,High School,Hlth & PE,590583
60612X0809,Intermediate Swimming,,Hlth & PE,
60612X0810,Advanced Swimming,,Hlth & PE,
60612X0811,Elite Swimming,,Hlth & PE,
60612X0812,Lifeguard Training,,Hlth & PE,593344
60612X0813,Team Sports,High School,Hlth & PE,590597
60612X082U,Intermediate Unified Lifetime Sports,,Hlth & PE,590583
60612X083U,Advanced Unified Lifetime Sports,,Hlth & PE,590583
60612X084U,Elite Unified Lifetime Sports,,Hlth & PE,590583
60632X0000,Sports Medicine I,High School,Hlth & PE,590601
60632X0800,Sports Medicine I,High School,Hlth & PE,590601
60642X0000,Sports Medicine II,High School,Hlth & PE,590602
60642X0800,Sports Medicine II,High School,Hlth & PE,590602
60655X0000,Honors Sports Medicine III,,Hlth & PE,590603
60655X0800,Honors Sports Medicine III,,Hlth & PE,590603
60665X0000,Honors Sports Medicine IV,,Hlth & PE,
60665X0800,Honors Sports Medicine IV,,Hlth & PE,
6C002X0110,PED110 Fit and Well for Life,,Hlth & PE,
6C002X0113,PED113 Aerobics I,,Hlth & PE,
6C002X0117,PED117 Weight Training I,,Hlth & PE,
6C002X0122,PED122 Yoga I,,Hlth & PE,
6C002X0128,PED128 Golf-Beginning,,Hlth & PE,
6C002X0163,PED163 Basic Kayaking,,Hlth & PE,
6C002X0173,PED173 Rock Climbing,,Hlth & PE,
6C015X0000,HEA110 Personal Health/Wellness,,Hlth & PE,
6U005X0101,HLTH2101 Healthy Lifestyles,,Hlth & PE,
6U005X0103,HSMT2103 Intro to HR Management,,Hlth & PE,
6U005X0150,KNES2150 Intro to Exercise Science,,Hlth & PE,
6U005X0210,HSMT2101 Intro to the Health Professions,,Hlth & PE,
6U005X0FPC,KNES2101 Foundations of Physical Cond,,Hlth & PE,
6V018X0800,CIE Physical Education AS,,,
9220BX0000,Introduction to Mathematics,,OCS,
9220BX000V,Introduction to Mathematics VPS,,OCS,
9220BX00XR,XR Introduction to Mathematics,,OCS,
9222BX0000,Financial Management,,OCS,
9222BX000V,Financial Management VPS,,OCS,
9222BX00XR,XR Financial Management,,OCS,
9225BX0000,NC Math 1,,OCS,
9225BX000V,NC Math 1 VPS,,OCS,
9225BX00XR,XR NC Math 1,,OCS,
9231BX0000,Applied Science,,OCS,
9231BX000V,Applied Science VPS,,OCS,
9231BX00XR,XR Applied Science,,OCS,
9232BX0000,Biology,,OCS,
9232BX000V,Biology VPS,,OCS,
9232BX00XR,XR Biology,,OCS,
9240AX0000,Preparation I,,ECS,
9240AX0001,Transportation,,ECS,
9240AX0002,Self Advocacy,,ECS,
9240AX0003,Safety,,ECS,
9240AX0005,Community Living I,,ECS,
9240AX00L0,Lab I,,ECS,
9240AX00L1,Transportation Lab,,ECS,
9240AX00L2,Self-Advocacy Lab,,ECS,
9240AX00L3,Safety Lab,,ECS,
9240AX00L4,Community Based Training,High School,ECS,
9240AX00L5,Community Living I Lab,,ECS,
9240AX0801,Transportation,,ECS,
9240AX0802,Self-Advocacy,,ECS,
9240AX0803,Safety,,ECS,
9240AX0805,Community Living I,,ECS,
9240AX08L1,Transportation Lab,,ECS,
9240AX08L2,Self-Advocacy Lab,,ECS,
9240AX08L3,Safety Lab,,ECS,
9240AX08L4,Community Based Training,High School,ECS,
9240AX08L5,Community Living I Lab,,ECS,
9240BX0000,Preparation I,High School,OCS,
9240BX00L0,Lab I,High School,OCS,
9240BX00XR,XR Preparation I,,OCS,
9240BX0LXR,XR Lab I,,OCS,
9241AX0001,Food and Nutrition,,ECS,
9241AX0002,Communication,,ECS,
9241AX0003,Home Care,,ECS,
9241AX0004,Community Living 2,,ECS,
9241AX00L1,Food and Nutrition Lab,,ECS,
9241AX00L2,Communication Lab,,ECS,
9241AX00L3,Home Care Lab,,ECS,
9241AX00L4,Community Living 2 Lab,,ECS,
9241AX0801,Food and Nutrition,,ECS,
9241AX0802,Communication,,ECS,
9241AX0803,Home Care,,ECS,
9241AX0804,Community Living 2,,ECS,
9241AX08L1,Food and Nutrition Lab,,ECS,
9241AX08L2,Communication Lab,,ECS,
9241AX08L3,Home Care Lab,,ECS,
9241AX08L4,Community Living 2 Lab,,ECS,
9241BX0000,Preparation II,High School,OCS,
9241BX00L0,Lab II,High School,OCS,
9241BX00XR,XR Preparation II,,OCS,
9241BX0LXR,XR Lab II,,OCS,
9242AX0001,Health & Fitness,,ECS,
9242AX0002,Employment,,ECS,
9242AX0003,Housing,,ECS,
9242AX0004,Community Living 3,,ECS,
9242AX00L1,Health & Fitness Lab,,ECS,
9242AX00L2,Employment Lab,,ECS,
9242AX00L3,Housing Lab,,ECS,
9242AX00L4,Community Living 3 Lab,,ECS,
9242AX0801,Health & Fitness,,ECS,
9242AX0802,Employment,,ECS,
9242AX0803,Housing,,ECS,
9242AX0804,Community Living 3,,ECS,
9242AX08L1,Health & Fitness Lab,,ECS,
9242AX08L2,Employment Lab,,ECS,
9242AX08L3,Housing Lab,,ECS,
9242AX08L4,Community Living 3 Lab,,ECS,
9242BX0000,Preparation III,High School,OCS,
9242BX00L0,Lab III,High School,OCS,
9242BX00XR,XR Preparation III,,OCS,
9242BX0LXR,XR Lab III,,OCS,
9243AX0004,Community Living 4,High School,ECS,
9243AX0005,Finances,High School,ECS,
9243AX0006,Leisure,High School,ECS,
9243AX0007,Technology,High School,ECS,
9243AX00L4,Community Living 4 Lab,High School,ECS,
9243AX00L5,Finances Lab,High School,ECS,
9243AX00L6,Leisure Lab,High School,ECS,
9243AX00L7,Technology Lab,High School,ECS,
9243AX0804,Community Living 4,High School,ECS,
9243AX0805,Finances,High School,ECS,
9243AX0806,Leisure,High School,ECS,
9243AX0807,Technology,High School,ECS,
9243AX08L4,Community Living 4 Lab,High School,ECS,
9243AX08L5,Finances Lab,High School,ECS,
9243AX08L6,Leisure Lab,High School,ECS,
9243AX08L7,Technology Lab,High School,ECS,
9243BX0000,Preparation IV,High School,OCS,590873
9243BX0001,Preparation V,,OCS,
9243BX0002,Preparation VI,,OCS,
9243BX00L0,Lab IV,High School,OCS,590873
9243BX00L1,Lab V,,OCS,
9243BX00L2,Lab VI,,OCS,
9243BX00XR,XR Preparation IV,,OCS,
9243BX0LXR,XR Lab IV,,OCS,
9247AX0000,American History I,,ECS,
9247AX0800,American History I,,ECS,
9247BX0000,American History I,,OCS,
9247BX000V,American History I VPS,,OCS,
9247BX00XR,XR American History I,,OCS,
9248AX0000,American History II,,ECS,
9248AX0800,American History II,,ECS,
9248BX0000,American History II,,OCS,
9248BX000V,American History II VPS,,OCS,
9248BX00XR,XR American History II,,OCS,
9249BX0000,"Amer His: Found Prin, Civics & Econ",,OCS,
9249BX000V,"Amer His: Found Prin, Civics & Econ VPS",,OCS,
9249BX00XR,"XR Amer His: Found Prin, Civics & Econ",,OCS,
9250BX0000,American History,,OCS,
9250BX0800,American History,,OCS,
9251BX000V,Found Prin USA&NC: Civic Literacy VPS,,OCS,
9251BX080V,Found Prin USA&NC: Civic Literacy VPS,,OCS,
9260BX0000,Employment Prep I Science,High School,OCS,590870
9260BX000L,Employment Prep I Science Lab,High School,OCS,590868
9261BX0000,Employment Prep II Citizenship 1A,High School,OCS,590867
9262BX0000,Employment Prep II Citizenship 1B,High School,OCS,590868
9263BX0000,Employment Prep III Citizenship 2A,High School,OCS,590871
9264BX0000,Employment Prep III Citizenship 2B,High School,OCS,590872
9265BX0000,Employment Prep IV Math,High School,OCS,590869
9265BX000L,Employment Prep IV Math Lab,High School,OCS,590873
9310AX0000,English/LA I,,ECS,
9310AX0800,English/LA I,High School,ECS,
9311AX0800,English/LA II,High School,ECS,
9312AX0000,English/LA III,,ECS,
9312AX0800,English/LA III,High School,ECS,
9313AX0000,English/LA IV,,ECS,
9313AX0800,English/LA IV,High School,ECS,
9322AX0800,Financial Management,,,
9323AX0001,Math 1,,ECS,
9323AX0002,Math 2,,ECS,
9323AX0003,Math 3,,ECS,
9323AX0004,NC Math 12,,ECS,
9323AX0800,Financial Management II,,,
9323AX0801,Math 1,,ECS,
9323AX0802,Math 2,,ECS,
9323AX0803,Math 3,,ECS,
9324AX0000,NC Math 9,,ECS,
9324AX0800,NC Math 9,High School,ECS,
9325AX0800,NC Math 10,High School,ECS,
9331AX0000,Life Science,,,
9331AX0800,Biology 10,High School,ECS,
9331AX0800,Life Science,,,
9332AX0800,Life Science 9,High School,ECS,
9332AX0800,Biology A,,,
9333AX0001,Science 1,High School,ECS,
9333AX0002,Science 2,,ECS,
9333AX0800,Earth/Environmental Science 11,High School,ECS,
9333AX0800,Biology B,,,
9333AX0801,Science 1,High School,ECS,
9333AX0802,Science 2,,ECS,
9340AX0800,Civics and Governance I,,,
9341AX0800,Civics and Governance II,,,
9342AX0800,American History I,,,
9343AX0001,Social Studies 1,,ECS,
9343AX0002,Social Studies 2,,ECS,
9343AX00AH,American History II,,ECS,
9343AX0800,Soc Studies IV,High School,ECS,
9343AX0801,Social Studies 1,,ECS,
9343AX0802,Social Studies 2,,ECS,
9343AX08AH,American History II,,ECS,
9344AX00PF,Economics and Personal Finance,,ECS,
9344AX08PF,Economics and Personal Finance,,ECS,
9345AX0800,American History,,,
9346AX0000,Found Prin USA&NC: Civic Literacy,,,
9346AX0800,Found Prin USA&NC: Civic Literacy,,,
9347AX0000,World History,,,
9347AX0800,World History,,,
9390AX00SL,"NC Elective Hlth, Safety, Ind. Living",,ECS,
9390AX08SL,"NC Elective Hlth, Safety, Ind. Living",,ECS,
9391AX00VP,NC Vocational Preparation,,ECS,
9391AX08VP,NC Vocational Preparation,,ECS,
95012X000A,ROTC I (Army),,Militry Sc,
95012X000F,ROTC I (Air Force),,Militry Sc,
95012X000M,ROTC I (Marines),,Militry Sc,
95012X000N,ROTC I (Navy),,Militry Sc,
95012X010A,ROTC I (Army),,Militry Sc,
95012X010F,ROTC I (Air Force),,Militry Sc,
95012X010M,ROTC I (Marines),,Militry Sc,
95012X010N,ROTC I (Navy),,Militry Sc,
95012X020A,ROTC I Leadership Lab (Army),,Militry Sc,
95012X020F,ROTC I Leadership Lab (Air Force),,Militry Sc,
95012X020M,ROTC I Leadership Lab (Marines),,Militry Sc,
95012X020N,ROTC I Leadership Lab (Navy),,Militry Sc,
95012X080A,ROTC I (Army),,Militry Sc,
95012X080F,ROTC I (Air Force),,Militry Sc,
95012X080M,ROTC I (Marines),,Militry Sc,
95012X080N,ROTC I (Navy),,Militry Sc,
95012X08LA,ROTC I Leadership Lab (Army),,Militry Sc,
95012X08LF,ROTC I Leadership Lab (Air Force),,Militry Sc,
95012X08LM,ROTC I Leadership Lab (Marines),,Militry Sc,
95012X08LN,ROTC I Leadership Lab (Navy),,Militry Sc,
95015X000A,ROTC I Honors (Army),,Militry Sc,
95015X000F,ROTC I Honors (Air Force),,Militry Sc,
95015X000M,ROTC I Honors (Marines),,Militry Sc,
95015X000N,ROTC I Honors (Navy),,Militry Sc,
95015X080A,ROTC I Honors (Army),,Militry Sc,
95015X080F,ROTC I Honors (Air Force),,Militry Sc,
95015X080M,ROTC I Honors (Marines),,Militry Sc,
95015X080N,ROTC I Honors (Navy),,Militry Sc,
95022X000A,ROTC II (Army),,Militry Sc,
95022X000F,ROTC II (Air Force),,Militry Sc,
95022X000M,ROTC II (Marines),,Militry Sc,
95022X000N,ROTC II (Navy),,Militry Sc,
95022X010A,ROTC II (Army),,Militry Sc,
95022X010F,ROTC II (Air Force),,Militry Sc,
95022X010M,ROTC II (Marines),,Militry Sc,
95022X010N,ROTC II (Navy),,Militry Sc,
95022X020A,ROTC II Leadership Lab (Army),,Militry Sc,
95022X020F,ROTC II Leadership Lab (Air Force),,Militry Sc,
95022X020M,ROTC II Leadership Lab (Marines),,Militry Sc,
95022X020N,ROTC II Leadership Lab (Navy),,Militry Sc,
95022X080A,ROTC II (Army),,Militry Sc,
95022X080F,ROTC II (Air Force),,Militry Sc,
95022X080M,ROTC II (Marines),,Militry Sc,
95022X080N,ROTC II (Navy),,Militry Sc,
95022X08LA,ROTC II Leadership Lab (Army),,Militry Sc,
95022X08LF,ROTC II Leadership Lab (Air Force),,Militry Sc,
95022X08LM,ROTC II Leadership Lab (Marines),,Militry Sc,
95022X08LN,ROTC II Leadership Lab (Navy),,Militry Sc,
95025X000A,ROTC II Honors (Army),,Militry Sc,
95025X000F,ROTC II Honors (Air Force),,Militry Sc,
95025X000M,ROTC II Honors (Marines),,Militry Sc,
95025X000N,ROTC II Honors (Navy),,Militry Sc,
95025X080A,ROTC II Honors (Army),,Militry Sc,
95025X080F,ROTC II Honors (Air Force),,Militry Sc,
95025X080M,ROTC II Honors (Marines),,Militry Sc,
95025X080N,ROTC II Honors (Navy),,Militry Sc,
95032X000A,ROTC III (Army),,Militry Sc,
95032X000F,ROTC III (Air Force),,Militry Sc,
95032X000M,ROTC III (Marines),,Militry Sc,
95032X000N,ROTC III (Navy),,Militry Sc,
95032X010A,ROTC III (Army),,Militry Sc,
95032X010F,ROTC III (Air Force),,Militry Sc,
95032X010M,ROTC III (Marines),,Militry Sc,
95032X010N,ROTC III (Navy),,Militry Sc,
95032X020A,ROTC III Leadership Lab (Army),,Militry Sc,
95032X020F,ROTC III Leadership Lab (Air Force),,Militry Sc,
95032X020M,ROTC III Leadership Lab (Marines),,Militry Sc,
95032X020N,ROTC III Leadership Lab (Navy),,Militry Sc,
95032X080A,ROTC III (Army),,Militry Sc,
95032X080F,ROTC III (Air Force),,Militry Sc,
95032X080M,ROTC III (Marines),,Militry Sc,
95032X080N,ROTC III (Navy),,Militry Sc,
95032X08LA,ROTC III Leadership Lab (Army),,Militry Sc,
95032X08LF,ROTC III Leadership Lab (Air Force),,Militry Sc,
95032X08LM,ROTC III Leadership Lab (Marines),,Militry Sc,
95032X08LN,ROTC III Leadership Lab (Navy),,Militry Sc,
95035X000A,ROTC III Honors (Army),,Militry Sc,
95035X000F,ROTC III Honors (Air Force),,Militry Sc,
95035X000M,ROTC III Honors (Marines),,Militry Sc,
95035X000N,ROTC III Honors (Navy),,Militry Sc,
95035X080A,ROTC III Honors (Army),,Militry Sc,
95035X080F,ROTC III Honors (Air Force),,Militry Sc,
95035X080M,ROTC III Honors (Marines),,Militry Sc,
95035X080N,ROTC III Honors (Navy),,Militry Sc,
95042X000A,ROTC IV (Army),,Militry Sc,
95042X000F,ROTC IV (Air Force),,Militry Sc,
95042X000M,ROTC IV (Marines),,Militry Sc,
95042X000N,ROTC IV (Navy),,Militry Sc,
95042X010A,ROTC IV (Army),,Militry Sc,
95042X010F,ROTC IV (Air Force),,Militry Sc,
95042X010M,ROTC IV (Marines),,Militry Sc,
95042X010N,ROTC IV (Navy),,Militry Sc,
95042X020A,ROTC IV Leadership Lab (Army),,Militry Sc,
95042X020F,ROTC IV Leadership Lab (Air Force),,Militry Sc,
95042X020M,ROTC IV Leadership Lab (Marines),,Militry Sc,
95042X020N,ROTC IV Leadership Lab (Navy),,Militry Sc,
95042X080A,ROTC IV (Army),,Militry Sc,
95042X080F,ROTC IV (Air Force),,Militry Sc,
95042X080M,ROTC IV (Marines),,Militry Sc,
95042X080N,ROTC IV (Navy),,Militry Sc,
95042X08LA,ROTC IV Leadership Lab (Army),,Militry Sc,
95042X08LF,ROTC IV Leadership Lab (Air Force),,Militry Sc,
95042X08LM,ROTC IV Leadership Lab (Marines),,Militry Sc,
95042X08LN,ROTC IV Leadership Lab (Navy),,Militry Sc,
95045X000A,ROTC IV Honors (Army),,Militry Sc,
95045X000F,ROTC IV Honors (Air Force),,Militry Sc,
95045X000M,ROTC IV Honors (Marines),,Militry Sc,
95045X000N,ROTC IV Honors (Navy),,Militry Sc,
95045X080A,ROTC IV Honors (Army),,Militry Sc,
95045X080F,ROTC IV Honors (Air Force),,Militry Sc,
95045X080M,ROTC IV Honors (Marines),,Militry Sc,
95045X080N,ROTC IV Honors (Navy),,Militry Sc,
96022X0000,SAT Preparation,,Misc,
96022X0800,SAT Preparation,,Misc,
96045X0000,Honors Teacher Cadet I,,Misc,
96045X0800,Honors Teacher Cadet I,,Misc,
96065X0000,Honors Teacher Cadet II,,Misc,
96065X0800,Honors Teacher Cadet II,,Misc,
96072X0000,ACT Prep,,Misc,
96072X000V,ACT Prep VPS,,Misc,
96072X0800,ACT Prep,,Misc,
96102X0000,Middle/Early College Seminar,,Misc,
96102X0001,AVID 9,High School,Misc,
96102X0002,AVID 10,,Misc,
96102X0003,AVID 11,,Misc,
96102X0004,AVID 12,,Misc,
96102X000S,Success 101 (Edgenuity),,Misc,
96102X000V,Success 101 VPS,,Misc,
96102X0010,Learning Lab,,Misc,
96102X0013,Life Skills,High School,Misc,
96102X0014,Exploring Careers,High School,Misc,
96102X0015,Personal Living,High School,Misc,
96102X002V,Leadership Development VPS,,Misc,
96102X0080,Strategies for Academic Success,,Misc,
96102X00HD,Help Desk,,Misc,
96102X00WV,Workforce Ready VPS,,Misc,
96102X0800,Middle/Early College Seminar,,,
96102X0801,AVID 9,High School,Misc,
96102X0802,AVID 10,High School,Misc,
96102X0803,AVID 11,High School,Misc,
96102X0804,AVID 12,High School,Misc,
96102X080V,Success 101 VPS,,Misc,
96102X0810,Learning Lab,High School,Misc,590865
96102X0813,Life Skills,High School,Misc,
96102X0814,Exploring Careers,High School,Misc,
96102X0815,Personal Living,High School,Misc,
96102X082V,Leadership Development VPS,,Misc,
96102X0880,Strategies for Academic Success,,Misc,
96102X08HD,Help Desk,,Misc,
96102X09HD,Help Desk,,Misc,
96102Y0001,AVID 6th,High School,Misc,
96102Y0002,AVID 7th,,Misc,
96102Y0003,AVID 8th,,Misc,
96102Y000V,Middle School Creative Coding VPS,,Misc,
96102Y0010,Learning Lab 6th,,Misc,
96102Y0011,Learning Lab 7th,,Misc,
96102Y0012,Learning Lab 8th,,Misc,
96102Y0013,Life Skills,,Misc,
96102Y0016,Academic Enrichment 6th,,Misc,
96102Y0017,Academic Enrichment 7th,,Misc,
96102Y0018,Academic Enrichment 8th,,Misc,
96102Y0040,Exploring Global Studies,,Misc,
96102Y0048,Middle School Help Desk,,Misc,
96102Y004S,Exploring Global Studies,,Misc,
96102Y00ZV,Middle School Success 101 VPS,,Misc,
96102Y0401,AVID 6th,Middle School,Misc,
96102Y0402,AVID 7th,Middle School,Misc,
